step,train_loss,val_loss
0,6.89068193435669,6.715158176422119
100,2.72594393491745,2.878018057346344
200,2.516749346256256,2.9589360117912293
300,2.3654391407966613,2.4184048056602476
400,1.4535602062940598,1.344239091873169
500,1.8302344501018524,1.5822613269090653
