step,train_loss,val_loss
0,5.614987165622207,6.207603836059571
100,1.868452059673427,3.69846333751553
200,1.2969119769174862,3.4854265440712897
300,0.9370017703643797,3.459994069996633
400,0.6500291235423393,3.4098955218990645
500,0.4526386644755824,3.4306903383449505
600,0.3303560464320085,3.4747514544545037
700,0.2391796697564343,3.4980245624521844
800,0.16301655354007275,3.537870003606536
