step,train_loss,val_loss
0,0.807542621716857,2.0991997107863427
500,1.1526756703853607,2.2618056152015926
1000,1.9978310957551002,1.8623074278235436
1500,1.4747680621920154,2.2350163705646993
2000,1.519107679789886,2.840031515061855
2500,0.6813257792964578,1.062469378579408
3000,1.8247904404997826,1.7515841671265662
