step,train_loss,val_loss
0,6.926677799224853,6.84013557434082
500,2.736014211177826,3.931608235836029
1000,2.886317953467369,2.7156536996364595
1500,1.918858563899994,3.0349388524889944
2000,2.1745548382401467,3.2569387018680573
