step,train_loss,val_loss
0,5.1175248701353055,5.254647066248929
100,0.8519060724809555,1.3439715240090926
200,0.573449921996262,1.2577082291643886
300,0.43541168703217886,1.2350704650827908
400,0.29287052203577746,1.2415993067331332
500,0.22707712311170059,1.2949374456974594
600,0.18496784977764993,1.2711226887363483
700,0.14008375085249813,1.2971388452143513
800,0.12952434206337657,1.289130927008741
