step,train_loss,val_loss,selection_score,behavior_passed,entity_passed,eos_count
0,2.4220914759334358,2.173393865339076,8.22826606134661,7,0,25
250,1.8217428846141288,1.8570092682260728,9.48142990731774,8,0,30
500,1.6943411095932117,1.756786271801901,12.48243213728198,9,2,30
750,1.6269859953753711,1.6939378745587308,10.483060621254413,8,1,30
1000,1.5505133070047006,1.6473074734123663,11.483526925265876,8,2,30
