step,train_loss,val_loss
0,6.8640303134918215,6.772738599777222
25,5.55570650100708,6.275577878952026
50,4.6728750705719,4.84966471195221
75,4.895208072662354,4.859861493110657
100,4.5646402597427365,4.0741536855697635
