step,train_loss,val_loss
0,6.8640303134918215,6.772738599777222
500,2.8958201944828033,3.295549154281616
1000,1.5843231797218322,2.421701216697693
1500,1.5488068133592605,1.7768322050571441
2000,1.3671096950769424,1.6600452065467834
2500,1.2946832470595837,1.849092525243759
3000,0.8765774369239807,1.1039842158555984
3500,0.9287323907017708,0.8788365006446839
4000,0.790432938374579,1.566510808467865
4500,0.8254993803799152,1.2366366364061832
5000,0.3656308360397816,1.6075272381305694
