step,train_loss,val_loss
0,6.8640303134918215,6.772738599777222
100,4.518831181526184,5.337126016616821
200,3.344114327430725,3.6743889808654786
300,3.476708197593689,3.538966941833496
400,2.912330377101898,2.794121336936951
500,2.5050502181053163,3.3911534905433656
